"No.","Time","Source","Destination","Protocol","Length","Info"
"217","3.905310","192.168.56.102","192.168.56.102","TCP","66","6633  >  41152 [ACK] Seq=2975 Ack=9951 Win=241152 Len=0 TSval=980439 TSecr=980438"
"218","3.906333","192.168.56.102","192.168.56.102","OpenFlow","204","Type: OFPT_PACKET_OUT"
"219","3.906801","192.168.56.102","192.168.56.102","OpenFlow","206","Type: OFPT_PACKET_IN"
"220","3.910382","192.168.56.102","192.168.56.102","OpenFlow","170","Type: OFPT_FLOW_MOD"
"221","3.911021","192.168.56.102","192.168.56.102","OpenFlow","74","Type: OFPT_BARRIER_REQUEST"
"222","3.911067","192.168.56.102","192.168.56.102","TCP","66","41154  >  6633 [ACK] Seq=9706 Ack=3009 Win=47104 Len=0 TSval=980440 TSecr=980440"
"223","3.911077","192.168.56.102","192.168.56.102","OpenFlow","74","Type: OFPT_BARRIER_REPLY"
"224","3.911297","192.168.56.102","192.168.56.102","OpenFlow","204","Type: OFPT_PACKET_OUT"
"225","3.916735","192.168.56.102","192.168.56.102","OpenFlow","170","Type: OFPT_FLOW_MOD"
"226","3.916881","192.168.56.102","192.168.56.102","TCP","66","41154  >  6633 [ACK] Seq=9714 Ack=3251 Win=48128 Len=0 TSval=980442 TSecr=980440"
"227","3.917639","192.168.56.102","192.168.56.102","OpenFlow","74","Type: OFPT_BARRIER_REQUEST"
"228","3.917706","192.168.56.102","192.168.56.102","OpenFlow","74","Type: OFPT_BARRIER_REPLY"
"229","3.923476","192.168.56.102","192.168.56.102","OpenFlow","170","Type: OFPT_FLOW_MOD"
"230","3.924349","192.168.56.102","192.168.56.102","OpenFlow","74","Type: OFPT_BARRIER_REQUEST"
"231","3.924412","192.168.56.102","192.168.56.102","TCP","66","41154  >  6633 [ACK] Seq=9722 Ack=3371 Win=48128 Len=0 TSval=980443 TSecr=980443"
"232","3.924425","192.168.56.102","192.168.56.102","OpenFlow","74","Type: OFPT_BARRIER_REPLY"
"233","3.927233","192.168.56.102","192.168.56.102","OpenFlow","170","Type: OFPT_FLOW_MOD"
"234","3.927383","192.168.56.102","192.168.56.102","OpenFlow","74","Type: OFPT_BARRIER_REQUEST"
"235","3.927391","192.168.56.102","192.168.56.102","TCP","66","41152  >  6633 [ACK] Seq=9951 Ack=3217 Win=47104 Len=0 TSval=980444 TSecr=980439"
"236","3.927434","192.168.56.102","192.168.56.102","OpenFlow","74","Type: OFPT_BARRIER_REPLY"
"237","3.946089","192.168.56.102","192.168.56.102","OpenFlow","170","Type: OFPT_FLOW_MOD"
"238","3.946622","192.168.56.102","192.168.56.102","OpenFlow","170","Type: OFPT_FLOW_MOD"
"239","3.946903","192.168.56.102","192.168.56.102","OpenFlow","74","Type: OFPT_BARRIER_REQUEST"
"240","3.946952","192.168.56.102","192.168.56.102","TCP","66","41154  >  6633 [ACK] Seq=9730 Ack=3483 Win=48128 Len=0 TSval=980449 TSecr=980449"
"241","3.946960","192.168.56.102","192.168.56.102","OpenFlow","74","Type: OFPT_BARRIER_REPLY"
"242","3.947054","192.168.56.102","192.168.56.102","OpenFlow","74","Type: OFPT_BARRIER_REQUEST"
"243","3.947113","192.168.56.102","192.168.56.102","TCP","66","41152  >  6633 [ACK] Seq=9959 Ack=3337 Win=47104 Len=0 TSval=980449 TSecr=980449"
"244","3.947122","192.168.56.102","192.168.56.102","OpenFlow","74","Type: OFPT_BARRIER_REPLY"
"245","3.984722","192.168.56.102","192.168.56.102","TCP","66","6633  >  41152 [ACK] Seq=3337 Ack=9967 Win=241152 Len=0 TSval=980459 TSecr=980449"
"246","3.984733","192.168.56.102","192.168.56.102","TCP","66","6633  >  41154 [ACK] Seq=3483 Ack=9738 Win=243712 Len=0 TSval=980459 TSecr=980449"
"247","6.281995","192.168.56.102","192.168.56.102","OpenFlow","90","Type: OFPT_MULTIPART_REQUEST, OFPMP_PORT_STATS"
"248","6.282246","192.168.56.102","192.168.56.102","OpenFlow","418","Type: OFPT_MULTIPART_REPLY, OFPMP_PORT_STATS"
"249","6.282255","192.168.56.102","192.168.56.102","TCP","66","6633  >  41154 [ACK] Seq=3507 Ack=10090 Win=256000 Len=0 TSval=981033 TSecr=981033"
"250","6.282506","192.168.56.102","192.168.56.102","OpenFlow","82","Type: OFPT_MULTIPART_REQUEST, OFPMP_TABLE"
"251","6.282709","192.168.56.102","192.168.56.102","OpenFlow","6178","Type: OFPT_MULTIPART_REPLY, OFPMP_TABLE"
"252","6.282926","192.168.56.102","192.168.56.102","OpenFlow","122","Type: OFPT_MULTIPART_REQUEST, OFPMP_FLOW"
"253","6.283010","192.168.56.102","192.168.56.102","OpenFlow","770","Type: OFPT_MULTIPART_REPLY, OFPMP_FLOW"
"254","6.303091","192.168.56.102","192.168.56.102","OpenFlow","90","Type: OFPT_MULTIPART_REQUEST, OFPMP_PORT_STATS"
"255","6.303243","192.168.56.102","192.168.56.102","OpenFlow","82","Type: OFPT_MULTIPART_REQUEST, OFPMP_TABLE"
"256","6.303343","192.168.56.102","192.168.56.102","OpenFlow","418","Type: OFPT_MULTIPART_REPLY, OFPMP_PORT_STATS"
"257","6.303352","192.168.56.102","192.168.56.102","TCP","66","6633  >  41152 [ACK] Seq=3377 Ack=10319 Win=253440 Len=0 TSval=981038 TSecr=981038"
"258","6.303391","192.168.56.102","192.168.56.102","OpenFlow","122","Type: OFPT_MULTIPART_REQUEST, OFPMP_FLOW"
"259","6.303507","192.168.56.102","192.168.56.102","OpenFlow","6178","Type: OFPT_MULTIPART_REPLY, OFPMP_TABLE"
"260","6.303554","192.168.56.102","192.168.56.102","OpenFlow","770","Type: OFPT_MULTIPART_REPLY, OFPMP_FLOW"
"261","6.303557","192.168.56.102","192.168.56.102","TCP","66","6633  >  41152 [ACK] Seq=3433 Ack=17135 Win=396800 Len=0 TSval=981038 TSecr=981038"
"262","6.320344","192.168.56.102","192.168.56.102","TCP","66","6633  >  41154 [ACK] Seq=3579 Ack=16906 Win=398848 Len=0 TSval=981043 TSecr=981033"
"263","6.518378","192.168.56.102","192.168.56.102","OpenFlow","187","Type: OFPT_PACKET_OUT"
"264","6.518956","192.168.56.102","192.168.56.102","OpenFlow","187","Type: OFPT_PACKET_OUT"
"265","6.519131","192.168.56.102","192.168.56.102","TCP","66","41154  >  6633 [ACK] Seq=16906 Ack=3821 Win=48128 Len=0 TSval=981092 TSecr=981092"
"266","6.519453","192.168.56.102","192.168.56.102","OpenFlow","187","Type: OFPT_PACKET_OUT"
"267","6.519801","192.168.56.102","192.168.56.102","OpenFlow","189","Type: OFPT_PACKET_IN"
"268","6.519988","192.168.56.102","192.168.56.102","OpenFlow","187","Type: OFPT_PACKET_OUT"
"269","6.520034","192.168.56.102","192.168.56.102","TCP","66","41154  >  6633 [ACK] Seq=16906 Ack=4063 Win=48128 Len=0 TSval=981092 TSecr=981092"
"270","6.520176","192.168.56.102","192.168.56.102","OpenFlow","189","Type: OFPT_PACKET_IN"
"271","6.520271","192.168.56.102","192.168.56.102","TCP","66","6633  >  41152 [ACK] Seq=3433 Ack=17381 Win=396800 Len=0 TSval=981092 TSecr=981092"
"272","6.617528","192.168.56.102","192.168.56.102","OpenFlow","187","Type: OFPT_PACKET_OUT"
"273","6.618077","192.168.56.102","192.168.56.102","OpenFlow","187","Type: OFPT_PACKET_OUT"
"274","6.618169","192.168.56.102","192.168.56.102","TCP","66","41152  >  6633 [ACK] Seq=17381 Ack=3675 Win=47104 Len=0 TSval=981117 TSecr=981117"
"275","6.618657","192.168.56.102","192.168.56.102","OpenFlow","187","Type: OFPT_PACKET_OUT"
"276","6.619050","192.168.56.102","192.168.56.102","OpenFlow","189","Type: OFPT_PACKET_IN"
"277","6.619105","192.168.56.102","192.168.56.102","TCP","66","6633  >  41154 [ACK] Seq=4063 Ack=17029 Win=398848 Len=0 TSval=981117 TSecr=981117"
"278","6.619459","192.168.56.102","192.168.56.102","OpenFlow","187","Type: OFPT_PACKET_OUT"
"279","6.619540","192.168.56.102","192.168.56.102","TCP","66","41152  >  6633 [ACK] Seq=17381 Ack=3917 Win=47104 Len=0 TSval=981117 TSecr=981117"
"280","6.619926","192.168.56.102","192.168.56.102","OpenFlow","189","Type: OFPT_PACKET_IN"
"281","6.619938","192.168.56.102","192.168.56.102","TCP","66","6633  >  41154 [ACK] Seq=4063 Ack=17152 Win=398848 Len=0 TSval=981117 TSecr=981117"
